joint,time,target_pos,actual_pos
joint5,3.78,-0.19122719764709473,-0.20600110292434692
joint5,3.79,-0.18387211859226227,-0.199335977435112
joint5,3.8,-0.17633557319641113,-0.19246825575828552
joint5,3.81,-0.16862501204013824,-0.18540476262569427
joint5,3.82,-0.16074803471565247,-0.1781524270772934
joint5,3.83,-0.15271241962909698,-0.1707184612751007
joint5,3.84,-0.14452610909938812,-0.16311021149158478
joint5,3.85,-0.13619714975357056,-0.1553352028131485
joint5,3.86,-0.12773378193378448,-0.14740116894245148
joint5,3.87,-0.11914436519145966,-0.13931597769260406
joint5,3.88,-0.11043736338615417,-0.13108764588832855
joint5,3.89,-0.10162137448787689,-0.1227242723107338
joint5,3.9,-0.09270510077476501,-0.11423411220312119
joint5,3.91,-0.08369733393192291,-0.10562559217214584
joint5,3.92,-0.07460696250200272,-0.09690723568201065
joint5,3.93,-0.06544297188520432,-0.08808767050504684
joint5,3.94,-0.05621439591050148,-0.07917559146881104
joint5,3.95,-0.04693033918738365,-0.07017981261014938
joint5,3.96,-0.037599969655275345,-0.06110922992229462
joint5,3.97,-0.028232494369149208,-0.05197283253073692
joint5,3.98,-0.018837155774235725,-0.042779646813869476
joint5,3.99,-0.009423227980732918,-0.03353874757885933
joint5,4.0,-3.904917093345596e-14,-0.024259263649582863
joint6,0.0,0.0,3.2098056851337375e-11
joint6,0.01,0.009423227980732918,0.002107704058289528
joint6,0.02,0.018837155774235725,0.00594353536143899
joint6,0.03,0.028232494369149208,0.01109463069587946
joint6,0.04,0.037599969655275345,0.01724342070519924
joint6,0.05,0.04693033918738365,0.02414528653025627
joint6,0.06,0.05621439591050148,0.03161131963133812
joint6,0.07,0.06544297188520432,0.03949514031410217
joint6,0.08,0.07460696250200272,0.047682829201221466
joint6,0.09,0.08369733393192291,0.056085262447595596
joint6,0.1,0.09270510077476501,0.06463226675987244
joint6,0.11,0.10162137448787689,0.07326815277338028
